date,year,tournament,match_weight,home_team,away_team,home_goals,away_goals,outcome,neutral
1978-09-02,1978,CFU Caribbean Cup qualification,0.5,French Guiana,Trinidad and Tobago,1.0,4.0,-1,False
1978-09-03,1978,Beijing International Friendship Tournament,0.5,China PR,Congo,1.0,0.0,1,False
1978-09-03,1978,Friendly,0.3,Iceland,United States,0.0,0.0,0,False
1978-09-06,1978,Friendly,0.3,German DR,Czechoslovakia,2.0,1.0,1,False
1978-09-06,1978,UEFA Euro qualification,0.5,Iceland,Poland,0.0,2.0,-1,False
1978-09-06,1978,Friendly,0.3,Iran,Russia,0.0,1.0,-1,False
1978-09-06,1978,Friendly,0.3,Eswatini,Zambia,1.0,6.0,-1,False
1978-09-06,1978,Friendly,0.3,Switzerland,United States,2.0,0.0,1,False
1978-09-07,1978,Friendly,0.3,Eswatini,Zambia,2.0,5.0,-1,False
1978-09-09,1978,Korea Cup,0.5,Bahrain,Malaysia,1.0,2.0,-1,True
1978-09-09,1978,Friendly,0.3,French Guiana,Martinique,4.0,2.0,1,False
1978-09-10,1978,Korea Cup,0.5,Indonesia,Thailand,0.0,2.0,-1,True
1978-09-10,1978,Korea Cup,0.5,Lebanon,Mexico,1.0,7.0,-1,True
1978-09-11,1978,Korea Cup,0.5,South Korea,Malaysia,2.0,2.0,0,False
1978-09-13,1978,Korea Cup,0.5,South Korea,Bahrain,3.0,1.0,1,False
1978-09-16,1978,CFU Caribbean Cup qualification,0.5,Haiti,Martinique,0.0,0.0,0,False
1978-09-17,1978,Friendly,0.3,Seychelles,Réunion,1.0,0.0,1,False
1978-09-20,1978,UEFA Euro qualification,0.5,Austria,Scotland,3.0,2.0,1,False
1978-09-20,1978,UEFA Euro qualification,0.5,Belgium,Norway,1.0,1.0,0,False
1978-09-20,1978,UEFA Euro qualification,0.5,Denmark,England,3.0,4.0,-1,False
1978-09-20,1978,UEFA Euro qualification,0.5,Finland,Hungary,2.0,1.0,1,False
1978-09-20,1978,UEFA Euro qualification,0.5,Republic of Ireland,Northern Ireland,0.0,0.0,0,False
1978-09-20,1978,Friendly,0.3,Italy,Bulgaria,1.0,0.0,1,False
1978-09-20,1978,Friendly,0.3,Libya,Yemen DPR,2.0,0.0,1,False
1978-09-20,1978,UEFA Euro qualification,0.5,Netherlands,Iceland,3.0,0.0,1,False
1978-09-20,1978,Friendly,0.3,Portugal,United States,1.0,0.0,1,False
1978-09-20,1978,UEFA Euro qualification,0.5,Russia,Greece,2.0,0.0,1,False
1978-09-23,1978,Friendly,0.3,Italy,Turkey,1.0,0.0,1,False
1978-09-23,1978,Friendly,0.3,Réunion,Mauritius,0.0,2.0,-1,False
1978-09-30,1978,Friendly,0.3,Botswana,Mozambique,1.0,4.0,-1,False
1978-09-30,1978,CFU Caribbean Cup qualification,0.5,Curaçao,Suriname,0.0,2.0,-1,True
1978-10-01,1978,Friendly,0.3,Botswana,Mozambique,0.0,2.0,-1,False
1978-10-01,1978,CFU Caribbean Cup qualification,0.5,Martinique,Haiti,0.0,0.0,0,False
1978-10-01,1978,Friendly,0.3,Singapore,New Zealand,0.0,2.0,-1,False
1978-10-04,1978,UEFA Euro qualification,0.5,German DR,Iceland,3.0,1.0,1,False
1978-10-04,1978,UEFA Euro qualification,0.5,Sweden,Czechoslovakia,1.0,3.0,-1,False
1978-10-04,1978,UEFA Euro qualification,0.5,Yugoslavia,Spain,1.0,2.0,-1,False
1978-10-05,1978,Friendly,0.3,Turkey,Russia,0.0,2.0,-1,False
1978-10-07,1978,UEFA Euro qualification,0.5,Luxembourg,France,1.0,3.0,-1,False
1978-10-11,1978,Friendly,0.3,Czechoslovakia,Germany,3.0,4.0,-1,False
1978-10-11,1978,UEFA Euro qualification,0.5,Denmark,Bulgaria,2.0,2.0,0,False
1978-10-11,1978,UEFA Euro qualification,0.5,Greece,Finland,8.0,1.0,1,False
1978-10-11,1978,UEFA Euro qualification,0.5,Hungary,Russia,2.0,0.0,1,False
1978-10-11,1978,UEFA Euro qualification,0.5,Portugal,Belgium,1.0,1.0,0,False
1978-10-11,1978,Friendly,0.3,Romania,Poland,1.0,0.0,1,False
1978-10-11,1978,UEFA Euro qualification,0.5,Switzerland,Netherlands,1.0,3.0,-1,False
1978-10-13,1978,CFU Caribbean Cup qualification,0.5,Suriname,Curaçao,3.0,0.0,1,False
1978-10-15,1978,Friendly,0.3,Tanzania,Kenya,1.0,0.0,1,False
1978-10-20,1978,Friendly,0.3,Kenya,Tanzania,0.0,0.0,0,False
1978-10-22,1978,CFU Caribbean Cup,0.5,Haiti,Suriname,0.0,3.0,-1,True
1978-10-22,1978,Friendly,0.3,Malawi,Algeria,1.0,1.0,0,False
1978-10-23,1978,CFU Caribbean Cup,0.5,Trinidad and Tobago,Antigua and Barbuda,3.0,1.0,1,False
1978-10-24,1978,Friendly,0.3,Malawi,Algeria,2.0,1.0,1,False
1978-10-25,1978,UEFA Euro qualification,0.5,Republic of Ireland,England,1.0,1.0,0,False
1978-10-25,1978,UEFA Euro qualification,0.5,Northern Ireland,Denmark,2.0,1.0,1,False
1978-10-25,1978,UEFA Euro qualification,0.5,Romania,Yugoslavia,3.0,2.0,1,False
1978-10-25,1978,UEFA Euro qualification,0.5,Scotland,Norway,3.0,2.0,1,False
1978-10-25,1978,CFU Caribbean Cup,0.5,Trinidad and Tobago,Suriname,0.0,1.0,-1,False
1978-10-25,1978,UEFA Euro qualification,0.5,Wales,Malta,7.0,0.0,1,False
1978-10-26,1978,CFU Caribbean Cup,0.5,Antigua and Barbuda,Haiti,0.0,1.0,-1,True
1978-10-28,1978,CFU Caribbean Cup,0.5,Antigua and Barbuda,Suriname,0.0,4.0,-1,True
1978-10-28,1978,Friendly,0.3,Zambia,Algeria,0.0,3.0,-1,False
1978-10-28,1978,UEFA Euro qualification,0.5,Greece,Hungary,4.0,1.0,1,False
1978-10-29,1978,CFU Caribbean Cup,0.5,Trinidad and Tobago,Haiti,2.0,2.0,0,False
1978-11-01,1978,CECAFA Cup,0.5,Malawi,Kenya,1.0,0.0,1,False
1978-11-03,1978,CECAFA Cup,0.5,Malawi,Somalia,3.0,1.0,1,False
1978-11-05,1978,CECAFA Cup,0.5,Malawi,Uganda,0.0,2.0,-1,False
1978-11-07,1978,CECAFA Cup,0.5,Uganda,Zambia,1.0,2.0,-1,True
1978-11-08,1978,Friendly,0.3,Czechoslovakia,Italy,3.0,0.0,1,False
1978-11-08,1978,Friendly,0.3,France,Spain,1.0,0.0,1,False
1978-11-09,1978,CECAFA Cup,0.5,Kenya,Uganda,0.0,1.0,-1,True
1978-11-09,1978,CECAFA Cup,0.5,Somalia,Zambia,0.0,4.0,-1,True
1978-11-11,1978,Friendly,0.3,Burkina Faso,Mali,3.0,1.0,1,False
1978-11-11,1978,CECAFA Cup,0.5,Kenya,Somalia,1.0,0.0,1,True
1978-11-11,1978,CECAFA Cup,0.5,Malawi,Zambia,2.0,1.0,1,False
1978-11-13,1978,CECAFA Cup,0.5,Kenya,Zambia,0.0,9.0,-1,True
1978-11-13,1978,CECAFA Cup,0.5,Somalia,Uganda,2.0,2.0,0,True
1978-11-15,1978,UEFA Euro qualification,0.5,Austria,Portugal,1.0,2.0,-1,False
1978-11-15,1978,Friendly,0.3,Germany,Hungary,0.0,0.0,0,False
1978-11-15,1978,Friendly,0.3,Israel,Belgium,1.0,0.0,1,False
1978-11-15,1978,UEFA Euro qualification,0.5,Netherlands,German DR,3.0,0.0,1,False
1978-11-15,1978,UEFA Euro qualification,0.5,Poland,Switzerland,2.0,0.0,1,False
1978-11-15,1978,UEFA Euro qualification,0.5,Spain,Romania,1.0,0.0,1,False
1978-11-15,1978,Balkan Cup,0.5,Yugoslavia,Greece,4.0,1.0,1,False
1978-11-17,1978,Friendly,0.3,Algeria,Congo,3.0,0.0,1,False
1978-11-17,1978,CECAFA Cup,0.5,Malawi,Kenya,2.0,0.0,1,False
1978-11-17,1978,CECAFA Cup,0.5,Uganda,Zambia,0.0,4.0,-1,True
1978-11-19,1978,Friendly,0.3,Japan,Russia,1.0,4.0,-1,False
1978-11-19,1978,CECAFA Cup,0.5,Kenya,Uganda,2.0,0.0,1,True
1978-11-19,1978,CECAFA Cup,0.5,Malawi,Zambia,3.0,2.0,1,False
1978-11-23,1978,Friendly,0.3,Japan,Russia,1.0,4.0,-1,False
1978-11-25,1978,Friendly,0.3,Grenada,Barbados,2.0,0.0,1,False
1978-11-26,1978,Friendly,0.3,Grenada,Barbados,0.0,0.0,0,False
1978-11-26,1978,Friendly,0.3,Japan,Russia,0.0,3.0,-1,False
1978-11-29,1978,UEFA Euro qualification,0.5,Bulgaria,Northern Ireland,0.0,2.0,-1,False
1978-11-29,1978,Friendly,0.3,England,Czechoslovakia,1.0,0.0,1,False
1978-11-29,1978,UEFA Euro qualification,0.5,Portugal,Scotland,1.0,0.0,1,False
1978-11-29,1978,UEFA Euro qualification,0.5,Wales,Turkey,1.0,0.0,1,False
1978-12-03,1978,African Cup of Nations qualification,0.5,Madagascar,Malawi,2.0,1.0,1,False
1978-12-03,1978,African Cup of Nations qualification,0.5,Mauritius,Lesotho,0.0,1.0,-1,False
1978-12-10,1978,Asian Games,0.5,India,Malaysia,0.0,1.0,-1,True
1978-12-10,1978,Asian Games,0.5,Iraq,Qatar,2.0,1.0,1,True
1978-12-10,1978,Asian Games,0.5,China PR,Saudi Arabia,1.0,0.0,1,True
1978-12-11,1978,Asian Games,0.5,Bahrain,South Korea,1.0,5.0,-1,True
1978-12-11,1978,Asian Games,0.5,Japan,Kuwait,0.0,2.0,-1,True
1978-12-11,1978,Asian Games,0.5,Thailand,Myanmar,2.0,1.0,1,False
1978-12-12,1978,Friendly,0.3,Antigua and Barbuda,Martinique,0.0,2.0,-1,False
1978-12-12,1978,Asian Games,0.5,Bangladesh,Malaysia,0.0,1.0,-1,True
1978-12-12,1978,Asian Games,0.5,Qatar,Saudi Arabia,2.0,2.0,0,True
1978-12-12,1978,Asian Games,0.5,China PR,Iraq,0.0,2.0,-1,True
1978-12-13,1978,Friendly,0.3,Greece,Romania,2.0,1.0,1,False
1978-12-13,1978,UEFA Euro qualification,0.5,Spain,Cyprus,5.0,0.0,1,False
1978-12-13,1978,Asian Games,0.5,Bahrain,Japan,0.0,4.0,-1,True
1978-12-13,1978,Asian Games,0.5,South Korea,Kuwait,2.0,0.0,1,True
1978-12-13,1978,Asian Games,0.5,Myanmar,North Korea,0.0,3.0,-1,True
1978-12-14,1978,Asian Games,0.5,Bangladesh,India,0.0,3.0,-1,True
1978-12-14,1978,Asian Games,0.5,China PR,Qatar,3.0,0.0,1,True
1978-12-14,1978,Asian Games,0.5,Iraq,Saudi Arabia,1.0,1.0,0,True
1978-12-15,1978,Asian Games,0.5,Japan,South Korea,1.0,3.0,-1,True
1978-12-15,1978,Asian Games,0.5,Bahrain,Kuwait,0.0,3.0,-1,True
1978-12-15,1978,Asian Games,0.5,Thailand,North Korea,0.0,3.0,-1,False
1978-12-17,1978,African Cup of Nations qualification,0.5,Lesotho,Mauritius,1.0,2.0,-1,False
1978-12-17,1978,African Cup of Nations qualification,0.5,Malawi,Madagascar,5.0,1.0,1,False
1978-12-17,1978,Asian Games,0.5,India,Kuwait,1.0,6.0,-1,True
1978-12-17,1978,Asian Games,0.5,Iraq,North Korea,0.0,1.0,-1,True
1978-12-17,1978,Asian Games,0.5,China PR,South Korea,0.0,1.0,-1,True
1978-12-17,1978,Asian Games,0.5,Thailand,Malaysia,2.0,1.0,1,False
1978-12-18,1978,Asian Games,0.5,Iraq,Kuwait,3.0,0.0,1,True
1978-12-18,1978,Asian Games,0.5,India,North Korea,1.0,3.0,-1,True
1978-12-18,1978,Asian Games,0.5,Thailand,China PR,1.0,4.0,-1,False
1978-12-18,1978,Asian Games,0.5,Malaysia,South Korea,0.0,1.0,-1,True
1978-12-19,1978,Friendly,0.3,Israel,Romania,1.0,1.0,0,False
1978-12-19,1978,Friendly,0.3,Syria,Tunisia,2.0,1.0,1,False
1978-12-19,1978,Asian Games,0.5,India,Iraq,0.0,3.0,-1,True
1978-12-19,1978,Asian Games,0.5,North Korea,Kuwait,2.0,2.0,0,True
1978-12-19,1978,Asian Games,0.5,China PR,Malaysia,7.0,1.0,1,True
1978-12-19,1978,Asian Games,0.5,Thailand,South Korea,1.0,3.0,-1,False
1978-12-20,1978,Friendly,0.3,Germany,Netherlands,3.0,1.0,1,False
1978-12-20,1978,Asian Games,0.5,Iraq,China PR,0.0,1.0,-1,True
1978-12-20,1978,Asian Games,0.5,North Korea,South Korea,0.0,0.0,0,True
1978-12-21,1978,Friendly,0.3,Italy,Spain,1.0,0.0,1,False
1978-12-25,1978,AFC Asian Cup qualification,0.5,South Korea,Macau,4.0,1.0,1,True
1978-12-25,1978,AFC Asian Cup qualification,0.5,Philippines,China PR,0.0,3.0,-1,False
1978-12-27,1978,AFC Asian Cup qualification,0.5,China PR,Macau,2.0,1.0,1,True
1978-12-27,1978,AFC Asian Cup qualification,0.5,Philippines,South Korea,0.0,5.0,-1,False
1978-12-29,1978,AFC Asian Cup qualification,0.5,South Korea,China PR,1.0,0.0,1,True
1979-01-07,1979,Amílcar Cabral Cup,0.5,Guinea-Bissau,Cape Verde,3.0,0.0,1,False
1979-01-08,1979,Amílcar Cabral Cup,0.5,Gambia,Mauritania,3.0,1.0,1,True
1979-01-08,1979,Amílcar Cabral Cup,0.5,Guinea,Mali,0.0,1.0,-1,True
1979-01-09,1979,Amílcar Cabral Cup,0.5,Cape Verde,Senegal,0.0,1.0,-1,True
1979-01-10,1979,Amílcar Cabral Cup,0.5,Gambia,Mali,0.0,1.0,-1,True
1979-01-10,1979,Amílcar Cabral Cup,0.5,Guinea,Mauritania,4.0,1.0,1,True
1979-01-10,1979,Friendly,0.3,Rwanda,Gabon,2.0,2.0,0,False
1979-01-11,1979,Amílcar Cabral Cup,0.5,Guinea-Bissau,Senegal,0.0,2.0,-1,False
1979-01-12,1979,Amílcar Cabral Cup,0.5,Gambia,Guinea,1.0,1.0,0,True
1979-01-12,1979,Amílcar Cabral Cup,0.5,Mali,Mauritania,4.0,2.0,1,True
1979-01-13,1979,Amílcar Cabral Cup,0.5,Guinea,Senegal,1.0,3.0,-1,True
1979-01-13,1979,Amílcar Cabral Cup,0.5,Guinea-Bissau,Mali,1.0,1.0,0,False
1979-01-14,1979,Amílcar Cabral Cup,0.5,Guinea-Bissau,Guinea,2.0,2.0,0,False
1979-01-14,1979,Amílcar Cabral Cup,0.5,Mali,Senegal,0.0,1.0,-1,True
1979-01-16,1979,Friendly,0.3,Cyprus,Bulgaria,0.0,1.0,-1,False
1979-01-27,1979,Friendly,0.3,Ivory Coast,Togo,0.0,1.0,-1,True
1979-01-28,1979,Friendly,0.3,Liberia,Guinea,2.0,1.0,1,False
1979-01-29,1979,Friendly,0.3,Gambia,Ivory Coast,2.0,1.0,1,True
1979-01-30,1979,Friendly,0.3,Guinea,Senegal,1.0,1.0,0,True
1979-01-30,1979,Friendly,0.3,Israel,Austria,0.0,1.0,-1,False
1979-01-31,1979,Friendly,0.3,Gambia,Togo,2.0,2.0,0,True
1979-02-01,1979,Friendly,0.3,Liberia,Senegal,1.0,1.0,0,False
1979-02-03,1979,Friendly,0.3,Senegal,Togo,0.0,1.0,-1,True
1979-02-04,1979,Friendly,0.3,Liberia,Gambia,1.0,0.0,1,False
1979-02-05,1979,Friendly,0.3,Iraq,Finland,1.0,0.0,1,False
1979-02-07,1979,UEFA Euro qualification,0.5,England,Northern Ireland,4.0,0.0,1,False
1979-02-07,1979,Friendly,0.3,Iraq,Finland,2.0,0.0,1,False
1979-02-07,1979,Friendly,0.3,Libya,Greece,2.0,2.0,0,False
1979-02-09,1979,Friendly,0.3,Bahrain,Finland,0.0,1.0,-1,False
1979-02-09,1979,Friendly,0.3,Iraq,German DR,1.0,1.0,0,False
1979-02-11,1979,Friendly,0.3,Iraq,German DR,2.0,1.0,1,False
1979-02-14,1979,Friendly,0.3,Israel,Greece,4.0,1.0,1,False
1979-02-16,1979,Friendly,0.3,Libya,Poland,1.0,0.0,1,False
1979-02-18,1979,Friendly,0.3,Tunisia,Poland,0.0,2.0,-1,False
1979-02-18,1979,African Cup of Nations qualification,0.5,Mauritania,Morocco,2.0,2.0,0,False
1979-02-24,1979,Friendly,0.3,Italy,Netherlands,3.0,0.0,1,False
1979-02-25,1979,UEFA Euro qualification,0.5,France,Luxembourg,3.0,0.0,1,False
1979-02-25,1979,UEFA Euro qualification,0.5,Malta,Germany,0.0,0.0,0,False
1979-02-28,1979,Friendly,0.3,Bulgaria,German DR,1.0,0.0,1,False
1979-02-28,1979,Friendly,0.3,Turkey,Algeria,0.0,1.0,-1,False
1979-03-03,1979,Friendly,0.3,Barbados,Trinidad and Tobago,2.0,2.0,0,False
1979-03-04,1979,Friendly,0.3,Japan,South Korea,2.0,1.0,1,False
1979-03-05,1979,AFC Asian Cup qualification,0.5,Bangladesh,Afghanistan,3.0,2.0,1,False
1979-03-07,1979,AFC Asian Cup qualification,0.5,Bangladesh,Qatar,1.0,3.0,-1,False
1979-03-10,1979,Friendly,0.3,Senegal,Mali,2.0,1.0,1,False
1979-03-14,1979,Friendly,0.3,Czechoslovakia,Spain,1.0,0.0,1,False
1979-03-16,1979,Friendly,0.3,Martinique,Trinidad and Tobago,0.0,0.0,0,True
1979-03-18,1979,UEFA Euro qualification,0.5,Turkey,Malta,2.0,1.0,1,False
1979-03-21,1979,Friendly,0.3,Romania,Greece,3.0,0.0,1,False
1979-03-21,1979,Friendly,0.3,Algeria,Poland,0.0,1.0,-1,False
1979-03-23,1979,Gulf Cup,0.5,Iraq,Bahrain,4.0,0.0,1,False
1979-03-24,1979,Gulf Cup,0.5,Kuwait,Qatar,3.0,1.0,1,True
1979-03-24,1979,Gulf Cup,0.5,Saudi Arabia,United Arab Emirates,2.0,1.0,1,True
1979-03-25,1979,Friendly,0.3,Mali,Senegal,2.0,1.0,1,False
1979-03-27,1979,Gulf Cup,0.5,Iraq,Qatar,2.0,0.0,1,False
1979-03-27,1979,Gulf Cup,0.5,Bahrain,United Arab Emirates,3.0,0.0,1,True
1979-03-27,1979,Muratti Vase,0.5,Jersey,Alderney,8.0,0.0,1,False
1979-03-28,1979,UEFA Euro qualification,0.5,Belgium,Austria,1.0,1.0,0,False
1979-03-28,1979,Friendly,0.3,Hungary,German DR,3.0,0.0,1,False
1979-03-28,1979,UEFA Euro qualification,0.5,Netherlands,Switzerland,3.0,0.0,1,False
1979-03-28,1979,Friendly,0.3,Russia,Bulgaria,3.0,1.0,1,False
1979-03-28,1979,Gulf Cup,0.5,Saudi Arabia,Oman,4.0,0.0,1,True
1979-03-29,1979,Gulf Cup,0.5,Qatar,United Arab Emirates,1.0,0.0,1,True
1979-03-30,1979,Gulf Cup,0.5,Bahrain,Oman,3.0,1.0,1,True
1979-03-30,1979,Gulf Cup,0.5,Iraq,Kuwait,3.0,1.0,1,False
1979-04-01,1979,UEFA Euro qualification,0.5,Cyprus,Yugoslavia,0.0,3.0,-1,False
1979-04-01,1979,Gulf Cup,0.5,Oman,Qatar,0.0,1.0,-1,True
1979-04-01,1979,UEFA Euro qualification,0.5,Turkey,Germany,0.0,0.0,0,False
1979-04-01,1979,Gulf Cup,0.5,Kuwait,United Arab Emirates,7.0,0.0,1,True
1979-04-02,1979,Gulf Cup,0.5,Saudi Arabia,Bahrain,1.0,1.0,0,True
1979-04-03,1979,Friendly,0.3,Barbados,Martinique,1.0,2.0,-1,False
1979-04-03,1979,Gulf Cup,0.5,Kuwait,Oman,2.0,0.0,1,True
1979-04-04,1979,UEFA Euro qualification,0.5,Czechoslovakia,France,2.0,0.0,1,False
1979-04-04,1979,Friendly,0.3,Poland,Hungary,1.0,1.0,0,False
1979-04-04,1979,UEFA Euro qualification,0.5,Romania,Spain,2.0,2.0,0,False
1979-04-04,1979,Gulf Cup,0.5,Saudi Arabia,Qatar,7.0,0.0,1,True
1979-04-04,1979,Gulf Cup,0.5,Iraq,United Arab Emirates,5.0,0.0,1,False
1979-04-06,1979,Gulf Cup,0.5,Iraq,Oman,7.0,0.0,1,False
1979-04-06,1979,Gulf Cup,0.5,Kuwait,Saudi Arabia,0.0,0.0,0,True
1979-04-07,1979,Gulf Cup,0.5,Bahrain,Qatar,1.0,1.0,0,True
1979-04-08,1979,Friendly,0.3,Gabon,Ivory Coast,2.0,1.0,1,False
1979-04-08,1979,Gulf Cup,0.5,Iraq,Saudi Arabia,2.0,0.0,1,False
1979-04-08,1979,African Cup of Nations qualification,0.5,Morocco,Mauritania,4.0,1.0,1,False
1979-04-09,1979,Gulf Cup,0.5,Bahrain,Kuwait,0.0,2.0,-1,True
1979-04-09,1979,Gulf Cup,0.5,Oman,United Arab Emirates,0.0,4.0,-1,True
1979-04-15,1979,African Cup of Nations qualification,0.5,Benin,Ivory Coast,1.0,0.0,1,False
1979-04-15,1979,African Cup of Nations qualification,0.5,Congo,DR Congo,4.0,2.0,1,False
1979-04-15,1979,Friendly,0.3,Guadeloupe,Martinique,0.0,1.0,-1,False
1979-04-15,1979,African Cup of Nations qualification,0.5,Malawi,Zambia,0.0,2.0,-1,False
1979-04-15,1979,African Cup of Nations qualification,0.5,Guinea,Cameroon,3.0,0.0,1,False
1979-04-15,1979,African Cup of Nations qualification,0.5,Libya,Ethiopia,2.0,1.0,1,False
1979-04-16,1979,African Cup of Nations qualification,0.5,Togo,Gambia,2.0,0.0,1,False
1979-04-16,1979,African Cup of Nations qualification,0.5,Mauritius,Tanzania,3.0,2.0,1,False
1979-04-18,1979,UEFA Euro qualification,0.5,German DR,Poland,2.0,1.0,1,False
1979-04-19,1979,Friendly,0.3,Russia,Sweden,2.0,0.0,1,False
1979-04-25,1979,Friendly,0.3,Argentina,Bulgaria,2.0,1.0,1,False
1979-04-25,1979,Friendly,0.3,São Tomé and Príncipe,Angola,1.0,2.0,-1,False
1979-04-29,1979,African Cup of Nations qualification,0.5,DR Congo,Congo,4.0,1.0,1,False
1979-04-29,1979,African Cup of Nations qualification,0.5,Gambia,Togo,1.0,0.0,1,False
1979-04-29,1979,African Cup of Nations qualification,0.5,Tanzania,Mauritius,4.0,0.0,1,False
1979-04-29,1979,African Cup of Nations qualification,0.5,Ivory Coast,Benin,4.0,1.0,1,False
1979-04-29,1979,African Cup of Nations qualification,0.5,Ethiopia,Libya,1.0,1.0,0,False
1979-04-29,1979,African Cup of Nations qualification,0.5,Cameroon,Guinea,3.0,0.0,1,False
1979-04-29,1979,Friendly,0.3,Madagascar,Kenya,4.0,0.0,1,False
1979-04-29,1979,African Cup of Nations qualification,0.5,Zambia,Malawi,2.0,0.0,1,False
1979-05-01,1979,UEFA Euro qualification,0.5,Luxembourg,Czechoslovakia,0.0,3.0,-1,False
1979-05-02,1979,UEFA Euro qualification,0.5,Austria,Belgium,0.0,0.0,0,False
1979-05-02,1979,UEFA Euro qualification,0.5,Hungary,Greece,0.0,0.0,0,False
1979-05-02,1979,UEFA Euro qualification,0.5,Republic of Ireland,Denmark,2.0,0.0,1,False
1979-05-02,1979,AFC Asian Cup qualification,0.5,North Korea,Hong Kong,3.0,0.0,1,True
1979-05-02,1979,UEFA Euro qualification,0.5,Northern Ireland,Bulgaria,2.0,0.0,1,False
1979-05-02,1979,UEFA Euro qualification,0.5,Poland,Netherlands,2.0,0.0,1,False
1979-05-02,1979,Friendly,0.3,United States,France,0.0,6.0,-1,False
1979-05-02,1979,UEFA Euro qualification,0.5,Wales,Germany,0.0,2.0,-1,False
1979-05-05,1979,Friendly,0.3,Russia,Czechoslovakia,3.0,0.0,1,False
1979-05-05,1979,CFU Caribbean Cup qualification,0.5,Saint Vincent and the Grenadines,Martinique,2.0,2.0,0,False
1979-05-05,1979,UEFA Euro qualification,0.5,Switzerland,German DR,0.0,2.0,-1,False
1979-05-07,1979,AFC Asian Cup qualification,0.5,North Korea,Indonesia,3.0,1.0,1,True
1979-05-09,1979,Friendly,0.3,Denmark,Sweden,2.0,2.0,0,False
1979-05-09,1979,AFC Asian Cup qualification,0.5,Malaysia,North Korea,1.0,1.0,0,True
1979-05-09,1979,UEFA Euro qualification,0.5,Norway,Portugal,0.0,1.0,-1,False
1979-05-09,1979,Muratti Vase,0.5,Guernsey,Jersey,5.0,0.0,1,False
1979-05-11,1979,AFC Asian Cup qualification,0.5,Malaysia,Hong Kong,0.0,0.0,0,True
1979-05-12,1979,AFC Asian Cup qualification,0.5,Thailand,North Korea,0.0,1.0,-1,False
1979-05-13,1979,UEFA Euro qualification,0.5,Cyprus,Romania,1.0,1.0,0,False
1979-05-14,1979,AFC Asian Cup qualification,0.5,North Korea,Malaysia,1.0,0.0,1,True
1979-05-17,1979,Friendly,0.3,Brazil,Paraguay,6.0,0.0,1,False
1979-05-19,1979,UEFA Euro qualification,0.5,Bulgaria,Republic of Ireland,1.0,0.0,1,False
1979-05-19,1979,Friendly,0.3,Mozambique,Zimbabwe,0.0,6.0,-1,False
1979-05-19,1979,British Home Championship,0.5,Northern Ireland,England,0.0,2.0,-1,False
1979-05-19,1979,UEFA Euro qualification,0.5,Russia,Hungary,2.0,2.0,0,False
1979-05-19,1979,British Home Championship,0.5,Wales,Scotland,3.0,0.0,1,False
1979-05-22,1979,FIFA 75th Anniversary Cup,0.5,Argentina,Netherlands,0.0,0.0,0,True
1979-05-22,1979,Friendly,0.3,Republic of Ireland,Germany,1.0,3.0,-1,False
1979-05-22,1979,British Home Championship,0.5,Scotland,Northern Ireland,1.0,0.0,1,False
1979-05-22,1979,UEFA Euro qualification,0.5,Switzerland,Iceland,2.0,0.0,1,False
1979-05-23,1979,British Home Championship,0.5,England,Wales,0.0,0.0,0,False
1979-05-24,1979,Friendly,0.3,Martinique,Trinidad and Tobago,3.0,1.0,1,False
1979-05-26,1979,British Home Championship,0.5,England,Scotland,3.0,1.0,1,False
1979-05-26,1979,Friendly,0.3,Iceland,Germany,1.0,3.0,-1,False
1979-05-26,1979,Friendly,0.3,Italy,Argentina,2.0,2.0,0,False
1979-05-26,1979,British Home Championship,0.5,Northern Ireland,Wales,1.0,1.0,0,False
1979-05-29,1979,Friendly,0.3,Republic of Ireland,Argentina,0.0,0.0,0,False
1979-05-31,1979,Friendly,0.3,Brazil,Uruguay,5.0,1.0,1,False
1979-05-31,1979,Kirin Cup,0.5,Japan,Indonesia,4.0,0.0,1,False
1979-06-01,1979,Friendly,0.3,German DR,Romania,1.0,0.0,1,False
1979-06-02,1979,UEFA Euro qualification,0.5,Malta,Wales,0.0,2.0,-1,False
1979-06-02,1979,Friendly,0.3,Scotland,Argentina,1.0,3.0,-1,False
1979-06-03,1979,Friendly,0.3,Benin,Togo,0.0,1.0,-1,False
1979-06-03,1979,CFU Caribbean Cup qualification,0.5,Jamaica,Saint Kitts and Nevis,2.0,1.0,1,False
1979-06-06,1979,UEFA Euro qualification,0.5,Bulgaria,England,0.0,3.0,-1,False
1979-06-06,1979,UEFA Euro qualification,0.5,Denmark,Northern Ireland,4.0,0.0,1,False
1979-06-07,1979,UEFA Euro qualification,0.5,Norway,Scotland,0.0,4.0,-1,False
1979-06-07,1979,UEFA Euro qualification,0.5,Sweden,Luxembourg,3.0,0.0,1,False
1979-06-09,1979,UEFA Euro qualification,0.5,Iceland,Switzerland,1.0,2.0,-1,False
1979-06-09,1979,CFU Caribbean Cup qualification,0.5,Martinique,Saint Vincent and the Grenadines,0.0,1.0,-1,False
1979-06-10,1979,Friendly,0.3,Sweden,England,0.0,0.0,0,False
1979-06-13,1979,Friendly,0.3,Austria,England,4.0,3.0,1,False
1979-06-13,1979,Friendly,0.3,Chile,Ecuador,0.0,0.0,0,False
1979-06-13,1979,Friendly,0.3,New Zealand,Australia,1.0,0.0,1,False
