date,year,tournament,match_weight,home_team,away_team,home_goals,away_goals,outcome,neutral
1977-10-30,1977,FIFA World Cup qualification,0.7,Hong Kong,Australia,2.0,5.0,-1,False
1977-10-30,1977,FIFA World Cup qualification,0.7,Switzerland,Norway,1.0,0.0,1,False
1977-10-30,1977,FIFA World Cup qualification,0.7,Turkey,Austria,0.0,1.0,-1,False
1977-10-31,1977,Friendly,0.3,Jamaica,China PR,0.0,3.0,-1,False
1977-10-31,1977,King's Cup,0.5,Thailand,India,1.0,1.0,0,False
1977-11-01,1977,King's Cup,0.5,Malaysia,Singapore,4.0,3.0,1,True
1977-11-04,1977,King's Cup,0.5,India,Singapore,2.0,1.0,1,True
1977-11-05,1977,FIFA World Cup qualification,0.7,Kuwait,South Korea,2.0,2.0,0,False
1977-11-06,1977,King's Cup,0.5,Thailand,Malaysia,1.0,2.0,-1,False
1977-11-09,1977,Friendly,0.3,Czechoslovakia,Hungary,1.0,1.0,0,False
1977-11-10,1977,King's Cup,0.5,India,Malaysia,0.0,3.0,-1,True
1977-11-11,1977,FIFA World Cup qualification,0.7,Iran,South Korea,2.0,2.0,0,False
1977-11-11,1977,Friendly,0.3,Malawi,Lesotho,3.0,0.0,1,False
1977-11-12,1977,FIFA World Cup qualification,0.7,Kuwait,Hong Kong,4.0,0.0,1,False
1977-11-12,1977,FIFA World Cup qualification,0.7,Nigeria,Tunisia,0.0,1.0,-1,False
1977-11-12,1977,Friendly,0.3,Poland,Sweden,2.0,1.0,1,False
1977-11-13,1977,Friendly,0.3,Malawi,Lesotho,6.0,1.0,1,False
1977-11-13,1977,FIFA World Cup qualification,0.7,Romania,Yugoslavia,4.0,6.0,-1,False
1977-11-13,1977,Friendly,0.3,Singapore,Australia,0.0,2.0,-1,False
1977-11-16,1977,FIFA World Cup qualification,0.7,Czechoslovakia,Wales,1.0,0.0,1,False
1977-11-16,1977,FIFA World Cup qualification,0.7,England,Italy,2.0,0.0,1,False
1977-11-16,1977,FIFA World Cup qualification,0.7,France,Bulgaria,3.0,1.0,1,False
1977-11-16,1977,Friendly,0.3,Germany,Switzerland,4.0,1.0,1,False
1977-11-16,1977,Balkan Cup,0.5,Greece,Yugoslavia,0.0,0.0,0,False
1977-11-16,1977,FIFA World Cup qualification,0.7,Northern Ireland,Belgium,3.0,0.0,1,False
1977-11-16,1977,FIFA World Cup qualification,0.7,Portugal,Cyprus,4.0,0.0,1,False
1977-11-16,1977,FIFA World Cup qualification,0.7,Turkey,German DR,1.0,2.0,-1,False
1977-11-18,1977,FIFA World Cup qualification,0.7,Iran,Hong Kong,3.0,0.0,1,False
1977-11-19,1977,FIFA World Cup qualification,0.7,Kuwait,Australia,1.0,0.0,1,False
1977-11-19,1977,Southeast Asian Games,0.5,Malaysia,Indonesia,1.0,2.0,-1,False
1977-11-20,1977,Southeast Asian Games,0.5,Philippines,Brunei,4.0,1.0,1,True
1977-11-20,1977,Southeast Asian Games,0.5,Thailand,Singapore,2.0,0.0,1,True
1977-11-21,1977,Southeast Asian Games,0.5,Malaysia,Philippines,5.0,0.0,1,False
1977-11-21,1977,Southeast Asian Games,0.5,Myanmar,Singapore,5.0,1.0,1,True
1977-11-22,1977,Southeast Asian Games,0.5,Indonesia,Brunei,4.0,0.0,1,True
1977-11-22,1977,Southeast Asian Games,0.5,Thailand,Myanmar,0.0,3.0,-1,True
1977-11-23,1977,Southeast Asian Games,0.5,Philippines,Indonesia,1.0,1.0,0,True
1977-11-23,1977,Southeast Asian Games,0.5,Malaysia,Brunei,7.0,0.0,1,False
1977-11-25,1977,FIFA World Cup qualification,0.7,Egypt,Tunisia,3.0,2.0,1,False
1977-11-25,1977,FIFA World Cup qualification,0.7,Iran,Australia,1.0,0.0,1,False
1977-11-25,1977,Southeast Asian Games,0.5,Malaysia,Myanmar,9.0,1.0,1,False
1977-11-25,1977,Southeast Asian Games,0.5,Indonesia,Thailand,0.0,2.0,-1,True
1977-11-26,1977,CECAFA Cup,0.5,Uganda,Zanzibar,1.0,0.0,1,True
1977-11-26,1977,Southeast Asian Games,0.5,Myanmar,Indonesia,2.0,0.0,1,True
1977-11-26,1977,Southeast Asian Games,0.5,Malaysia,Thailand,2.0,0.0,1,False
1977-11-27,1977,Friendly,0.3,Iraq,Morocco,3.0,0.0,1,False
1977-11-27,1977,FIFA World Cup qualification,0.7,Malta,Turkey,0.0,3.0,-1,False
1977-11-27,1977,CECAFA Cup,0.5,Tanzania,Zambia,2.0,4.0,-1,True
1977-11-28,1977,CECAFA Cup,0.5,Kenya,Uganda,1.0,3.0,-1,True
1977-11-29,1977,CECAFA Cup,0.5,Malawi,Zambia,1.0,0.0,1,True
1977-11-30,1977,FIFA World Cup qualification,0.7,Bolivia,Hungary,2.0,3.0,-1,False
1977-11-30,1977,CECAFA Cup,0.5,Somalia,Zanzibar,1.0,0.0,1,False
1977-11-30,1977,FIFA World Cup qualification,0.7,Yugoslavia,Spain,0.0,1.0,-1,False
1977-12-01,1977,CECAFA Cup,0.5,Malawi,Tanzania,0.0,0.0,0,True
1977-12-02,1977,CECAFA Cup,0.5,Kenya,Zanzibar,3.0,0.0,1,True
1977-12-03,1977,FIFA World Cup qualification,0.7,Italy,Luxembourg,3.0,0.0,1,False
1977-12-03,1977,FIFA World Cup qualification,0.7,Kuwait,Iran,1.0,2.0,-1,False
1977-12-03,1977,Friendly,0.3,Morocco,Iraq,0.0,0.0,0,False
1977-12-04,1977,FIFA World Cup qualification,0.7,South Korea,Hong Kong,5.0,2.0,1,False
1977-12-05,1977,CECAFA Cup,0.5,Kenya,Zambia,2.0,4.0,-1,True
1977-12-06,1977,CECAFA Cup,0.5,Malawi,Uganda,0.0,1.0,-1,True
1977-12-08,1977,CECAFA Cup,0.5,Kenya,Malawi,1.0,2.0,-1,True
1977-12-09,1977,CECAFA Cup,0.5,Uganda,Zambia,0.0,0.0,0,True
1977-12-11,1977,FIFA World Cup qualification,0.7,Tunisia,Egypt,4.0,1.0,1,False
1977-12-12,1977,Friendly,0.3,Kenya,Malawi,1.0,1.0,0,False
1977-12-14,1977,Friendly,0.3,Germany,Wales,1.0,1.0,0,False
1977-12-17,1977,Friendly,0.3,Puerto Rico,Martinique,0.0,2.0,-1,False
1977-12-21,1977,Friendly,0.3,Belgium,Italy,0.0,1.0,-1,False
1977-12-25,1977,Friendly,0.3,Ghana,Sierra Leone,4.0,0.0,1,False
1978-01-11,1978,Friendly,0.3,Cyprus,Greece,0.0,2.0,-1,False
1978-01-17,1978,Friendly,0.3,Ghana,Gambia,7.0,1.0,1,False
1978-01-18,1978,Friendly,0.3,Libya,Morocco,0.0,1.0,-1,False
1978-01-25,1978,Friendly,0.3,Spain,Italy,2.0,1.0,1,False
1978-01-26,1978,Friendly,0.3,Sudan,Kenya,3.0,0.0,1,False
1978-01-28,1978,Friendly,0.3,Zambia,Zanzibar,6.0,1.0,1,False
1978-01-29,1978,Friendly,0.3,Zambia,Zanzibar,5.0,0.0,1,False
1978-01-30,1978,Friendly,0.3,Sudan,Congo,2.0,1.0,1,False
1978-02-05,1978,Friendly,0.3,Gabon,Nigeria,0.0,1.0,-1,False
1978-02-05,1978,Friendly,0.3,Zambia,Eswatini,11.0,2.0,1,False
1978-02-08,1978,Friendly,0.3,Israel,Denmark,2.0,0.0,1,False
1978-02-08,1978,Friendly,0.3,Italy,France,2.0,2.0,0,False
1978-02-12,1978,Friendly,0.3,Benin,Burkina Faso,0.0,2.0,-1,False
1978-02-15,1978,Friendly,0.3,El Salvador,Mexico,1.0,5.0,-1,False
1978-02-15,1978,Friendly,0.3,Greece,Austria,1.0,1.0,0,False
1978-02-19,1978,Friendly,0.3,Gabon,Burkina Faso,2.0,2.0,0,False
1978-02-19,1978,Friendly,0.3,Ghana,Ivory Coast,3.0,1.0,1,False
1978-02-21,1978,Friendly,0.3,Iraq,Algeria,3.0,0.0,1,False
1978-02-22,1978,Friendly,0.3,Germany,England,2.0,1.0,1,False
1978-02-22,1978,Friendly,0.3,Israel,Netherlands,1.0,2.0,-1,False
1978-02-22,1978,Friendly,0.3,Scotland,Bulgaria,2.0,1.0,1,False
1978-02-23,1978,Friendly,0.3,Iraq,Algeria,1.0,0.0,1,False
1978-02-26,1978,Friendly,0.3,Burkina Faso,Benin,3.0,0.0,1,False
1978-02-26,1978,Friendly,0.3,Morocco,Russia,2.0,3.0,-1,False
1978-02-26,1978,Friendly,0.3,Syria,Algeria,0.0,1.0,-1,False
1978-02-27,1978,Friendly,0.3,Iraq,North Korea,1.0,0.0,1,False
1978-02-28,1978,Friendly,0.3,Martinique,Antigua and Barbuda,5.0,0.0,1,False
1978-03-02,1978,Friendly,0.3,Basque Country,Russia,0.0,0.0,0,False
1978-03-05,1978,African Cup of Nations,0.5,Ghana,Zambia,2.0,1.0,1,False
1978-03-05,1978,African Cup of Nations,0.5,Nigeria,Burkina Faso,4.0,2.0,1,True
1978-03-06,1978,African Cup of Nations,0.5,Congo,Uganda,1.0,3.0,-1,True
1978-03-06,1978,African Cup of Nations,0.5,Morocco,Tunisia,1.0,1.0,0,True
1978-03-08,1978,African Cup of Nations,0.5,Burkina Faso,Zambia,0.0,2.0,-1,True
1978-03-08,1978,Friendly,0.3,France,Portugal,2.0,0.0,1,False
1978-03-08,1978,Friendly,0.3,German DR,Switzerland,3.0,1.0,1,False
1978-03-08,1978,Friendly,0.3,Germany,Russia,1.0,0.0,1,False
1978-03-08,1978,African Cup of Nations,0.5,Ghana,Nigeria,1.0,1.0,0,False
1978-03-09,1978,African Cup of Nations,0.5,Congo,Morocco,0.0,1.0,-1,True
1978-03-09,1978,African Cup of Nations,0.5,Tunisia,Uganda,3.0,1.0,1,True
1978-03-10,1978,African Cup of Nations,0.5,Ghana,Burkina Faso,3.0,0.0,1,False
1978-03-10,1978,African Cup of Nations,0.5,Nigeria,Zambia,0.0,0.0,0,True
1978-03-11,1978,African Cup of Nations,0.5,Congo,Tunisia,0.0,0.0,0,True
1978-03-11,1978,African Cup of Nations,0.5,Morocco,Uganda,0.0,3.0,-1,True
1978-03-12,1978,Friendly,0.3,Lesotho,Kenya,0.0,1.0,-1,False
1978-03-12,1978,Friendly,0.3,Libya,Algeria,1.0,0.0,1,False
1978-03-14,1978,African Cup of Nations,0.5,Ghana,Tunisia,1.0,0.0,1,False
1978-03-14,1978,African Cup of Nations,0.5,Nigeria,Uganda,1.0,2.0,-1,True
1978-03-16,1978,African Cup of Nations,0.5,Ghana,Uganda,2.0,0.0,1,False
1978-03-19,1978,Copa Ramón Castilla,0.5,Argentina,Peru,2.0,1.0,1,False
1978-03-22,1978,Friendly,0.3,Belgium,Austria,1.0,0.0,1,False
1978-03-22,1978,Friendly,0.3,Greece,Czechoslovakia,0.0,1.0,-1,False
1978-03-22,1978,Friendly,0.3,Luxembourg,Poland,1.0,3.0,-1,False
1978-03-22,1978,Balkan Cup,0.5,Turkey,Romania,1.0,1.0,0,False
1978-03-23,1978,Copa Ramón Castilla,0.5,Peru,Argentina,1.0,3.0,-1,False
1978-03-26,1978,Friendly,0.3,Martinique,Guadeloupe,1.0,2.0,-1,False
1978-03-29,1978,Friendly,0.3,Argentina,Bulgaria,3.0,1.0,1,False
1978-03-29,1978,Friendly,0.3,Spain,Norway,3.0,0.0,1,False
1978-03-30,1978,Friendly,0.3,Venezuela,China PR,0.0,1.0,-1,False
1978-04-01,1978,Friendly,0.3,France,Brazil,1.0,0.0,1,False
1978-04-01,1978,Friendly,0.3,Peru,Bulgaria,1.0,1.0,0,False
1978-04-01,1978,Muratti Vase,0.5,Guernsey,Alderney,12.0,0.0,1,False
1978-04-04,1978,Friendly,0.3,German DR,Sweden,0.0,1.0,-1,False
1978-04-04,1978,Friendly,0.3,Switzerland,Austria,0.0,1.0,-1,False
1978-04-05,1978,Friendly,0.3,Argentina,Romania,2.0,0.0,1,False
1978-04-05,1978,Friendly,0.3,Germany,Brazil,0.0,1.0,-1,False
1978-04-05,1978,Friendly,0.3,Iran,Yugoslavia,0.0,0.0,0,False
1978-04-05,1978,Friendly,0.3,Republic of Ireland,Turkey,4.0,2.0,1,False
1978-04-05,1978,Friendly,0.3,Poland,Greece,5.0,2.0,1,False
1978-04-05,1978,Friendly,0.3,Russia,Finland,10.0,2.0,1,False
1978-04-05,1978,Friendly,0.3,Tunisia,Netherlands,0.0,4.0,-1,False
1978-04-11,1978,Friendly,0.3,Mexico,Peru,0.0,1.0,-1,True
1978-04-12,1978,Friendly,0.3,Poland,Republic of Ireland,3.0,0.0,1,False
1978-04-15,1978,Friendly,0.3,Hungary,Czechoslovakia,2.0,1.0,1,False
1978-04-16,1978,Friendly,0.3,Martinique,Puerto Rico,3.0,1.0,1,False
1978-04-18,1978,Friendly,0.3,Iran,Wales,0.0,1.0,-1,False
1978-04-19,1978,Friendly,0.3,England,Brazil,1.0,1.0,0,False
1978-04-19,1978,Friendly,0.3,German DR,Belgium,0.0,0.0,0,False
1978-04-19,1978,Friendly,0.3,Sweden,Germany,3.0,1.0,1,False
1978-04-20,1978,Friendly,0.3,Puerto Rico,Martinique,4.0,1.0,1,False
1978-04-22,1978,Friendly,0.3,Peru,China PR,2.0,1.0,1,False
1978-04-23,1978,Friendly,0.3,Czechoslovakia,Bulgaria,0.0,0.0,0,False
1978-04-25,1978,Friendly,0.3,Uruguay,Argentina,2.0,0.0,1,False
1978-04-26,1978,Friendly,0.3,Iran,Bulgaria,1.0,1.0,0,False
1978-04-26,1978,King's Cup,0.5,Malaysia,Singapore,0.0,1.0,-1,True
1978-04-26,1978,Friendly,0.3,Poland,Bulgaria,1.0,0.0,1,False
1978-04-26,1978,Friendly,0.3,Spain,Mexico,2.0,0.0,1,False
1978-04-30,1978,Friendly,0.3,Kenya,Lesotho,1.0,0.0,1,False
1978-05-01,1978,Friendly,0.3,Barbados,Guyana,1.0,0.0,1,False
1978-05-01,1978,Friendly,0.3,Brazil,Peru,3.0,0.0,1,False
1978-05-03,1978,Friendly,0.3,Argentina,Uruguay,3.0,0.0,1,False
1978-05-03,1978,Friendly,0.3,Barbados,Guyana,3.0,0.0,1,False
1978-05-03,1978,Friendly,0.3,Finland,Mexico,0.0,1.0,-1,False
1978-05-03,1978,Balkan Cup,0.5,Romania,Bulgaria,2.0,0.0,1,False
1978-05-03,1978,King's Cup,0.5,Thailand,Singapore,2.0,2.0,0,False
1978-05-09,1978,Friendly,0.3,Trinidad and Tobago,Guyana,3.0,0.0,1,False
1978-05-09,1978,Muratti Vase,0.5,Jersey,Guernsey,0.0,2.0,-1,False
1978-05-11,1978,Friendly,0.3,France,Iran,2.0,1.0,1,False
1978-05-11,1978,Friendly,0.3,Trinidad and Tobago,Guyana,5.0,1.0,1,False
1978-05-13,1978,Friendly,0.3,Réunion,Seychelles,4.0,1.0,1,False
1978-05-13,1978,British Home Championship,0.5,Scotland,Northern Ireland,1.0,1.0,0,False
1978-05-13,1978,British Home Championship,0.5,Wales,England,1.0,3.0,-1,False
1978-05-14,1978,Friendly,0.3,Libya,Malta,1.0,0.0,1,False
1978-05-14,1978,Friendly,0.3,Romania,Russia,0.0,1.0,-1,False
1978-05-15,1978,Friendly,0.3,Mauritius,Seychelles,2.0,0.0,1,True
1978-05-16,1978,British Home Championship,0.5,England,Northern Ireland,1.0,0.0,1,False
1978-05-17,1978,Friendly,0.3,Brazil,Czechoslovakia,2.0,0.0,1,False
1978-05-17,1978,British Home Championship,0.5,Scotland,Wales,1.0,1.0,0,False
1978-05-18,1978,Friendly,0.3,Italy,Yugoslavia,0.0,0.0,0,False
1978-05-18,1978,Friendly,0.3,Réunion,Mauritius,5.0,3.0,1,False
1978-05-19,1978,Friendly,0.3,France,Tunisia,2.0,0.0,1,False
1978-05-19,1978,Friendly,0.3,Iran,Ghana,3.0,0.0,1,False
1978-05-19,1978,British Home Championship,0.5,Wales,Northern Ireland,1.0,0.0,1,False
1978-05-20,1978,Friendly,0.3,Austria,Netherlands,0.0,1.0,-1,False
1978-05-20,1978,British Home Championship,0.5,Scotland,England,0.0,1.0,-1,False
1978-05-21,1978,Friendly,0.3,Norway,Republic of Ireland,0.0,0.0,0,False
1978-05-21,1978,Friendly,0.3,Sweden,Czechoslovakia,0.0,0.0,0,False
1978-05-23,1978,Kirin Cup,0.5,Japan,Thailand,3.0,0.0,1,False
1978-05-24,1978,UEFA Euro qualification,0.5,Denmark,Republic of Ireland,3.0,3.0,0,False
1978-05-24,1978,Friendly,0.3,England,Hungary,4.0,1.0,1,False
1978-05-24,1978,UEFA Euro qualification,0.5,Finland,Greece,3.0,0.0,1,False
1978-05-24,1978,Friendly,0.3,Uruguay,Spain,0.0,0.0,0,False
1978-05-31,1978,Balkan Cup,0.5,Bulgaria,Romania,1.0,1.0,0,False
1978-05-31,1978,Nordic Championship,0.5,Norway,Denmark,1.0,2.0,-1,False
1978-06-01,1978,FIFA World Cup,1.0,Germany,Poland,0.0,0.0,0,True
1978-06-02,1978,FIFA World Cup,1.0,Argentina,Hungary,2.0,1.0,1,False
1978-06-02,1978,FIFA World Cup,1.0,France,Italy,1.0,2.0,-1,True
1978-06-02,1978,FIFA World Cup,1.0,Mexico,Tunisia,1.0,3.0,-1,True
1978-06-03,1978,FIFA World Cup,1.0,Austria,Spain,2.0,1.0,1,True
1978-06-03,1978,FIFA World Cup,1.0,Brazil,Sweden,1.0,1.0,0,True
1978-06-03,1978,FIFA World Cup,1.0,Iran,Netherlands,0.0,3.0,-1,True
1978-06-03,1978,FIFA World Cup,1.0,Peru,Scotland,3.0,1.0,1,True
1978-06-06,1978,FIFA World Cup,1.0,Argentina,France,2.0,1.0,1,False
1978-06-06,1978,FIFA World Cup,1.0,Germany,Mexico,6.0,0.0,1,True
1978-06-06,1978,FIFA World Cup,1.0,Hungary,Italy,1.0,3.0,-1,True
1978-06-06,1978,FIFA World Cup,1.0,Poland,Tunisia,1.0,0.0,1,True
1978-06-07,1978,FIFA World Cup,1.0,Austria,Sweden,1.0,0.0,1,True
1978-06-07,1978,FIFA World Cup,1.0,Brazil,Spain,0.0,0.0,0,True
1978-06-07,1978,FIFA World Cup,1.0,Iran,Scotland,1.0,1.0,0,True
1978-06-07,1978,FIFA World Cup,1.0,Netherlands,Peru,0.0,0.0,0,True
1978-06-10,1978,FIFA World Cup,1.0,Argentina,Italy,0.0,1.0,-1,False
1978-06-10,1978,FIFA World Cup,1.0,France,Hungary,3.0,1.0,1,True
1978-06-10,1978,FIFA World Cup,1.0,Germany,Tunisia,0.0,0.0,0,True
1978-06-10,1978,FIFA World Cup,1.0,Mexico,Poland,1.0,3.0,-1,True
1978-06-11,1978,Friendly,0.3,Australia,Greece,1.0,2.0,-1,False
1978-06-11,1978,FIFA World Cup,1.0,Austria,Brazil,0.0,1.0,-1,True
1978-06-11,1978,FIFA World Cup,1.0,Iran,Peru,1.0,4.0,-1,True
1978-06-11,1978,Friendly,0.3,Macau,Hong Kong,0.0,4.0,-1,False
1978-06-11,1978,FIFA World Cup,1.0,Netherlands,Scotland,2.0,3.0,-1,True
1978-06-11,1978,FIFA World Cup,1.0,Spain,Sweden,1.0,0.0,1,True
1978-06-13,1978,Indonesia Tournament,0.5,Indonesia,Malaysia,3.0,0.0,1,False
1978-06-14,1978,FIFA World Cup,1.0,Argentina,Poland,2.0,0.0,1,False
1978-06-14,1978,Friendly,0.3,Australia,Greece,0.0,1.0,-1,False
1978-06-14,1978,FIFA World Cup,1.0,Austria,Netherlands,1.0,5.0,-1,True
1978-06-14,1978,FIFA World Cup,1.0,Brazil,Peru,3.0,0.0,1,True
1978-06-14,1978,FIFA World Cup,1.0,Germany,Italy,0.0,0.0,0,True
1978-06-15,1978,Indonesia Tournament,0.5,Indonesia,Thailand,1.0,0.0,1,False
1978-06-16,1978,Indonesia Tournament,0.5,Malaysia,Singapore,1.0,1.0,0,True
1978-06-17,1978,Indonesia Tournament,0.5,Singapore,Thailand,1.0,3.0,-1,True
1978-06-18,1978,FIFA World Cup,1.0,Argentina,Brazil,0.0,0.0,0,False
1978-06-18,1978,FIFA World Cup,1.0,Austria,Italy,0.0,1.0,-1,True
1978-06-18,1978,FIFA World Cup,1.0,Germany,Netherlands,2.0,2.0,0,True
1978-06-18,1978,Friendly,0.3,Malawi,Zambia,1.0,2.0,-1,False
1978-06-18,1978,FIFA World Cup,1.0,Peru,Poland,0.0,1.0,-1,True
1978-06-21,1978,FIFA World Cup,1.0,Argentina,Peru,6.0,0.0,1,False
1978-06-21,1978,FIFA World Cup,1.0,Austria,Germany,3.0,2.0,1,True
1978-06-21,1978,FIFA World Cup,1.0,Brazil,Poland,3.0,1.0,1,True
1978-06-21,1978,Indonesia Tournament,0.5,Indonesia,Singapore,2.0,2.0,0,False
1978-06-21,1978,FIFA World Cup,1.0,Italy,Netherlands,1.0,2.0,-1,True
1978-06-21,1978,Indonesia Tournament,0.5,Malaysia,Thailand,1.0,1.0,0,True
1978-06-23,1978,Indonesia Tournament,0.5,Indonesia,South Korea,1.0,3.0,-1,False
1978-06-23,1978,Indonesia Tournament,0.5,Malaysia,Thailand,3.0,3.0,0,True
1978-06-24,1978,FIFA World Cup,1.0,Brazil,Italy,2.0,1.0,1,True
1978-06-25,1978,FIFA World Cup,1.0,Argentina,Netherlands,3.0,1.0,1,False
1978-06-25,1978,CFU Caribbean Cup qualification,0.5,Barbados,Curaçao,0.0,0.0,0,False
1978-06-25,1978,Friendly,0.3,Zambia,Malawi,0.0,0.0,0,False
1978-06-28,1978,Friendly,0.3,Iceland,Denmark,0.0,0.0,0,False
1978-06-28,1978,Nordic Championship,0.5,Sweden,Finland,2.0,1.0,1,False
1978-07-02,1978,Friendly,0.3,Algeria,Iraq,1.0,1.0,0,False
1978-07-02,1978,CFU Caribbean Cup qualification,0.5,Guadeloupe,Jamaica,1.0,0.0,1,False
1978-07-04,1978,Friendly,0.3,Algeria,Iraq,0.0,0.0,0,False
1978-07-06,1978,Friendly,0.3,Malawi,Sierra Leone,5.0,0.0,1,False
1978-07-09,1978,CFU Caribbean Cup qualification,0.5,Guyana,Suriname,0.0,2.0,-1,False
1978-07-09,1978,Friendly,0.3,Malawi,Sierra Leone,4.0,2.0,1,False
1978-07-12,1978,Merdeka Tournament,0.5,Malaysia,South Korea,1.0,3.0,-1,False
1978-07-13,1978,Merdeka Tournament,0.5,Indonesia,Syria,1.0,0.0,1,True
1978-07-13,1978,Merdeka Tournament,0.5,Iraq,Japan,0.0,0.0,0,True
1978-07-13,1978,All-African Games,0.5,Algeria,Egypt,1.0,1.0,0,False
1978-07-14,1978,Merdeka Tournament,0.5,Malaysia,Singapore,6.0,0.0,1,False
1978-07-14,1978,Merdeka Tournament,0.5,South Korea,Thailand,3.0,0.0,1,True
1978-07-14,1978,All-African Games,0.5,Libya,Malawi,2.0,1.0,1,True
1978-07-14,1978,All-African Games,0.5,Nigeria,Mali,3.0,1.0,1,True
1978-07-14,1978,All-African Games,0.5,Ghana,Cameroon,2.0,1.0,1,True
1978-07-15,1978,Merdeka Tournament,0.5,Indonesia,Japan,2.0,1.0,1,True
1978-07-15,1978,Merdeka Tournament,0.5,Iraq,Syria,2.0,1.0,1,True
1978-07-16,1978,Merdeka Tournament,0.5,Malaysia,Thailand,2.0,0.0,1,False
1978-07-16,1978,Merdeka Tournament,0.5,South Korea,Singapore,2.0,0.0,1,True
1978-07-16,1978,Merdeka Tournament,0.5,Malaysia,Indonesia,1.0,0.0,1,False
1978-07-17,1978,Merdeka Tournament,0.5,Indonesia,Iraq,0.0,4.0,-1,True
1978-07-17,1978,Merdeka Tournament,0.5,Japan,Syria,3.0,2.0,1,True
1978-07-17,1978,All-African Games,0.5,Nigeria,Cameroon,0.0,0.0,0,True
1978-07-17,1978,All-African Games,0.5,Ghana,Mali,1.0,1.0,0,True
1978-07-18,1978,Merdeka Tournament,0.5,Malaysia,Iraq,1.0,2.0,-1,False
1978-07-18,1978,Merdeka Tournament,0.5,Singapore,Thailand,1.0,2.0,-1,True
1978-07-18,1978,All-African Games,0.5,Algeria,Libya,2.0,1.0,1,False
1978-07-18,1978,All-African Games,0.5,Egypt,Malawi,4.0,1.0,1,True
1978-07-19,1978,Merdeka Tournament,0.5,Japan,South Korea,0.0,4.0,-1,True
1978-07-20,1978,Merdeka Tournament,0.5,Iraq,Singapore,3.0,0.0,1,True
1978-07-20,1978,Merdeka Tournament,0.5,Syria,Thailand,1.0,3.0,-1,True
1978-07-21,1978,Merdeka Tournament,0.5,Malaysia,Japan,4.0,1.0,1,False
1978-07-21,1978,All-African Games,0.5,Nigeria,Ghana,0.0,0.0,0,True
1978-07-21,1978,All-African Games,0.5,Cameroon,Mali,1.0,1.0,0,True
1978-07-22,1978,Merdeka Tournament,0.5,Indonesia,Thailand,0.0,3.0,-1,True
1978-07-22,1978,Merdeka Tournament,0.5,Iraq,South Korea,0.0,2.0,-1,True
1978-07-22,1978,All-African Games,0.5,Algeria,Malawi,3.0,0.0,1,False
1978-07-22,1978,All-African Games,0.5,Egypt,Libya,1.0,0.0,1,True
1978-07-23,1978,Merdeka Tournament,0.5,Japan,Singapore,1.0,2.0,-1,True
1978-07-23,1978,Merdeka Tournament,0.5,Malaysia,Syria,5.0,2.0,1,False
1978-07-24,1978,Merdeka Tournament,0.5,Iraq,Thailand,1.0,0.0,1,True
1978-07-25,1978,Merdeka Tournament,0.5,Indonesia,South Korea,0.0,2.0,-1,True
1978-07-25,1978,Merdeka Tournament,0.5,Singapore,Syria,4.0,1.0,1,True
1978-07-25,1978,All-African Games,0.5,Algeria,Ghana,2.0,0.0,1,False
1978-07-25,1978,All-African Games,0.5,Nigeria,Malawi,3.0,2.0,1,True
1978-07-26,1978,Merdeka Tournament,0.5,Japan,Thailand,4.0,0.0,1,True
1978-07-27,1978,Merdeka Tournament,0.5,Indonesia,Singapore,0.0,0.0,0,True
1978-07-27,1978,Merdeka Tournament,0.5,South Korea,Syria,2.0,0.0,1,True
1978-07-28,1978,All-African Games,0.5,Ghana,Malawi,1.0,0.0,1,True
1978-07-28,1978,All-African Games,0.5,Algeria,Nigeria,1.0,0.0,1,False
1978-07-29,1978,CFU Caribbean Cup qualification,0.5,Curaçao,Barbados,1.0,0.0,1,True
1978-07-29,1978,Merdeka Tournament,0.5,Iraq,South Korea,0.0,2.0,-1,True
1978-07-30,1978,Friendly,0.3,Grenada,Trinidad and Tobago,1.0,1.0,0,False
1978-07-30,1978,CFU Caribbean Cup qualification,0.5,Jamaica,Guadeloupe,1.0,2.0,-1,False
1978-07-30,1978,CFU Caribbean Cup qualification,0.5,Suriname,Guyana,2.0,1.0,1,False
1978-08-07,1978,Friendly,0.3,Vanuatu,Tahiti,2.0,4.0,-1,False
1978-08-09,1978,Nordic Championship,0.5,Finland,Norway,1.0,1.0,0,False
1978-08-13,1978,Friendly,0.3,New Caledonia,Tahiti,2.0,0.0,1,False
1978-08-16,1978,Nordic Championship,0.5,Denmark,Sweden,2.0,1.0,1,False
1978-08-16,1978,Friendly,0.3,São Tomé and Príncipe,Angola,3.0,3.0,0,False
1978-08-20,1978,Friendly,0.3,New Caledonia,Tahiti,3.0,4.0,-1,False
1978-08-20,1978,CFU Caribbean Cup qualification,0.5,Puerto Rico,Haiti,1.0,1.0,0,False
1978-08-20,1978,CFU Caribbean Cup qualification,0.5,Trinidad and Tobago,French Guiana,2.0,4.0,-1,False
1978-08-26,1978,CFU Caribbean Cup qualification,0.5,Haiti,Puerto Rico,1.0,0.0,1,False
1978-08-30,1978,Friendly,0.3,Finland,Poland,0.0,1.0,-1,False
1978-08-30,1978,Friendly,0.3,German DR,Bulgaria,2.0,2.0,0,False
1978-08-30,1978,UEFA Euro qualification,0.5,Norway,Austria,0.0,2.0,-1,False
1978-09-01,1978,UEFA Euro qualification,0.5,France,Sweden,2.0,2.0,0,False
