date,year,tournament,match_weight,home_team,away_team,home_goals,away_goals,outcome,neutral,home_elo,away_elo,elo_diff,home_elo_adj,expected_home,K,elo_delta,home_form,away_form,form_diff
1938-06-09,1938,FIFA World Cup,1.0,Germany,Switzerland,2.0,4.0,-1,True,1662.3,1469.9,192.4,1662.3,0.7517,60,-45.1,-82.11000000000001,85.35999999999999,-167.47
1938-06-12,1938,FIFA World Cup,1.0,Brazil,Czechoslovakia,1.0,1.0,0,True,1620.4,1647.3,-26.9,1620.4,0.4614,60,2.32,24.880000000000006,-4.459999999999997,29.340000000000003
1938-06-12,1938,FIFA World Cup,1.0,Cuba,Sweden,0.0,8.0,-1,True,1524.1,1527.5,-3.4,1524.1,0.4951,60,-29.7,-23.359999999999996,-18.479999999999997,-4.879999999999999
1938-06-12,1938,FIFA World Cup,1.0,France,Italy,1.0,3.0,-1,False,1454.0,1783.0,-329.0,1554.0,0.2111,60,-12.66,11.909999999999993,20.050000000000004,-8.140000000000011
1938-06-12,1938,FIFA World Cup,1.0,Hungary,Switzerland,2.0,0.0,1,True,1694.9,1515.0,179.9,1694.9,0.738,60,15.72,42.400000000000006,45.33,-2.9299999999999926
1938-06-14,1938,FIFA World Cup,1.0,Brazil,Czechoslovakia,2.0,1.0,1,True,1622.8,1645.0,-22.3,1622.8,0.468,60,31.92,29.210000000000008,-15.619999999999997,44.830000000000005
1938-06-16,1938,FIFA World Cup,1.0,Brazil,Italy,1.0,2.0,-1,True,1654.7,1795.7,-141.0,1654.7,0.3075,60,-18.45,24.93000000000001,44.71,-19.77999999999999
1938-06-16,1938,FIFA World Cup,1.0,Hungary,Sweden,5.0,1.0,1,True,1710.7,1559.8,150.8,1710.7,0.7044,60,17.74,55.730000000000004,2.9700000000000095,52.75999999999999
1938-06-19,1938,FIFA World Cup,1.0,Brazil,Sweden,4.0,2.0,1,True,1636.2,1542.1,94.1,1636.2,0.6322,60,22.07,59.580000000000005,-11.94999999999999,71.53
1938-06-19,1938,FIFA World Cup,1.0,Hungary,Italy,2.0,4.0,-1,True,1728.4,1814.1,-85.7,1728.4,0.3791,60,-22.74,29.380000000000006,66.24,-36.859999999999985
1950-06-24,1950,FIFA World Cup,1.0,Brazil,Mexico,4.0,0.0,1,False,1709.7,1623.7,86.1,1809.7,0.7448,60,15.31,1.3199999999999985,13.690000000000012,-12.370000000000013
